,0
0,1.89099491
1,-1.63357699
2,0.78565824
3,0.11976691
4,0.11266328
5,0.97767389
6,-0.9451701
7,1.15197003
8,2.13417959
9,1.31600106
10,2.19137025
11,1.55775428
12,2.43998098
13,-0.33696768
14,0.22267036
15,0.05184819
16,1.89320993
17,0.86569667
18,0.3452571
19,0.02563094
