,0
0,1.38078177
1,0.61497229
2,-0.0979044
3,0.10951276
4,0.9395951
5,-0.36569968
6,0.32815254
7,1.99629569
8,-0.51487553
9,0.53359699
10,0.38837066
11,0.47508544
12,0.5987981
13,-0.3531976
14,-0.345186
15,0.22966208
16,-0.64312279
17,0.03621775
18,-0.81974858
19,-1.0080173
20,-0.80930585
21,-0.55046362
22,0.38830507
23,-0.99038774
24,0.45829785
25,0.49750188
26,-0.83388346
27,-0.30828294
28,0.12052306
29,-0.67455691
30,-0.51636016
31,-0.49561849
