,0
0,0.304412186
1,-0.107822858
2,0.360201806
3,0.051289428
4,-0.373987019
5,-0.236354426
6,-0.0954317227
7,-0.0468078181
8,0.142933235
9,0.227665275
10,-0.0945078954
11,-0.139915645
12,-0.0156010995
13,0.144240022
14,-0.109477498
15,0.0588386618
16,0.534611046
17,-0.101538844
18,0.129631758
19,-0.110574655
20,-0.0597798377
21,-0.0243079513
22,0.0632645339
23,-0.367592782
24,0.0158264823
25,-0.215778351
26,-0.311445057
27,0.302067846
28,-0.112709731
29,-0.0254468787
30,-0.110332087
31,0.163904965
32,-0.339212716
33,0.210466236
34,-0.0481495522
35,-0.0563961789
36,-0.244043112
37,-0.217783928
38,-0.050589934
39,-0.234284118
40,-0.470321566
41,-0.200205728
42,-0.153188318
43,-0.10504365
44,0.154913053
45,0.0960414931
46,0.155571669
47,0.0950777158
48,-0.415073544
49,0.0531831868
50,0.0230895858
51,0.0132539496
52,-0.0705447644
53,-0.0650831461
54,0.167012006
55,-0.16473034
56,0.0619978979
57,0.170341626
58,-0.181701884
59,-0.266385645
60,-0.0278892964
61,0.180514738
62,-0.36406064
63,-0.0867863819
64,0.127923325
65,-0.0867355019
66,0.00833899155
67,0.026346704
68,-0.20379059
69,-0.188352481
70,-0.00526235532
71,-0.0964947119
72,-0.307152659
73,0.107425824
74,-0.0395643488
75,-0.313454509
76,-0.0409905203
77,0.0564719103
78,-0.00190546713
79,-0.0846967697
80,0.195320696
81,0.0437004603
82,0.0803561658
83,0.0349503569
84,0.0337880775
85,0.297245502
86,0.211533308
87,0.102131672
88,0.280374616
89,0.152848378
90,0.345226288
91,0.328567475
92,0.104777217
93,0.0611750707
94,0.0802415535
95,-0.0157995112
96,0.108242616
97,0.245891109
98,0.110117368
99,0.164970949
100,0.125557899
101,0.361032009
102,-0.214291677
103,-0.145216778
104,-0.300180644
105,0.0771639124
106,-0.605397344
107,-0.181248561
108,-0.0930814147
109,-0.0788681656
110,-0.0847921371
111,0.071255073
112,-0.0359537713
113,-0.0469103642
114,0.0971589386
115,0.164833769
116,0.00565687986
117,0.389668435
118,-0.0147671402
119,-0.0865177587
120,0.0489329398
121,0.000979731791
122,-0.16887787
123,0.0969015732
124,-0.248073861
125,0.0827619433
126,-0.284471244
127,-0.117748864
128,-0.00420213165
129,-0.0237284042
130,0.0228604823
131,-0.0345736146
132,-0.344527036
133,0.116739698
134,-0.0763659552
135,-0.0723598078
136,-0.0807616636
137,0.0516459197
138,0.0422613546
139,-0.0923678279
140,-0.227005333
141,-0.214800611
142,-0.0776552856
143,-0.171802402
144,-0.206388399
145,0.361756951
146,-0.269544244
147,0.0899146199
148,0.294929951
149,-0.284741044
150,0.11076647
151,-0.0477440134
152,0.00411170581
153,-0.0452253483
154,-0.151306421
155,0.17870158
156,-0.18996416
157,0.229754791
158,-0.0280061495
159,-0.203005821
160,0.079103224
161,-0.323755473
162,-0.0391656458
163,-0.165087372
164,0.08606188
165,-0.0642663762
166,-0.0902956501
167,0.0614064001
168,-0.248674065
169,-0.138488472
170,-0.00975903962
171,-0.375499278
172,0.000670688925
173,-0.110402815
174,-0.122596443
175,-0.440163881
176,-0.00186092767
177,-0.0132386517
178,0.141065121
179,0.0650732368
180,-0.112744302
181,0.158397481
182,-0.0971489102
183,-0.167044491
184,0.361135274
185,0.153308809
186,-0.0903400108
187,-0.224387407
188,-0.133745641
189,-0.14323397
190,-0.383659631
191,0.0465675145
192,0.0931841061
193,0.103824489
194,-0.0236687567
195,-0.0433927216
196,0.0243677795
197,-0.0772635192
198,0.163065061
199,-0.248280004
200,-0.0164460093
201,0.0206340607
202,0.0183505062
203,0.123350203
204,0.140467331
205,0.0616940744
206,-0.0156991966
207,-0.213725686
208,-0.114823304
209,-0.0976027846
210,-0.0820706338
211,-0.12981841
212,0.357850045
213,0.0895390734
214,0.118090115
215,-0.0350542292
216,0.0589131862
217,0.401413679
218,-0.335131794
219,-0.0458640791
220,0.0204402171
221,-0.0698408559
222,-0.0144019108
223,-0.0677856505
224,0.0138570033
225,-0.206449822
226,-0.52435571
227,-0.17013818
228,-0.199767947
229,-0.121160448
230,-0.153226987
231,-0.0564581454
232,-0.168980762
